durationOfSession,steps,device,city,country,platform,current_filters,impressions,priceMean,hotel Facilities,interaction item image,search for poi,filter selection,interaction item info,search for destination,interaction item rating,change of sort order,interaction item deals,search for item,target
0.0,1,mobile,Fukuroi, Japan,JP,0,24,90.5,819,0,0,0,0,0,0,0,0,0,1
1643.0,6,desktop,Merimbula, Australia,AU,0,25,100,945,2,0,0,0,1,0,0,0,0,1
2178.0,5,desktop,Rusutsu, Japan,TW,0,25,151,1477,0,0,0,0,0,3,0,0,0,1
10.0,4,mobile,Bertioga, Brazil,BR,0,0,0,0,0,0,0,3,0,1,0,0,0,0
2605.0,50,desktop,Barcelona, Spain,US,1,25,204,3588,42,0,1,0,1,1,0,0,0,1
1075.0,35,desktop,Medellín, Colombia,CO,2,20,74.0,375,23,0,5,0,1,0,0,0,0,1
0.0,1,mobile,Antalya, Turkey,NO,0,25,37,1353,0,0,0,0,0,0,0,0,0,1
199.0,3,mobile,Oviedo, Spain,ES,0,21,42,549,0,0,0,1,0,0,0,0,0,1
0.0,1,mobile,Mount Compass, Australia,AU,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3124.0,32,desktop,Tokyo, Japan,JP,1,25,131,2166,21,5,2,0,0,0,0,1,0,1
1.0,2,mobile,Roermond, Netherlands,US,0,20,84.5,646,0,0,0,1,0,0,0,0,0,1
0.0,1,tablet,Benidorm, Spain,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,1,mobile,Putaruru, New Zealand,NZ,0,9,96,191,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Gatlinburg, USA,US,0,24,66.5,1078,0,0,0,0,0,0,0,0,0,1
151.0,6,desktop,London, United Kingdom,UK,0,25,141,964,5,0,0,0,0,0,0,0,0,1
55.0,19,mobile,Karon Beach, Thailand,RU,0,25,74,1132,18,0,0,0,0,0,0,0,0,1
153.0,3,mobile,Yalta, Crimea,RU,0,23,33,1098,0,0,0,0,0,0,0,0,0,1
412.0,10,mobile,Amsterdam, Netherlands,IT,0,25,302,934,6,0,0,1,1,0,0,1,0,1
189.0,3,mobile,Osaka, Japan,JP,0,25,116,1955,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Edinburgh, United Kingdom,US,0,25,113,905,0,0,0,0,0,0,0,0,0,1
698.0,16,mobile,Tangerang, Indonesia,MY,6,25,32,1972,0,0,9,0,1,0,2,1,0,1
78.0,10,mobile,Chattanooga, USA,US,0,25,95,1090,8,0,0,0,0,1,0,0,0,1
279.0,5,tablet,Fortaleza, Brazil,UY,0,25,178,597,2,0,0,0,2,0,0,0,0,1
50.0,15,tablet,Cayo Santa María, Cuba,FR,0,18,116.5,636,14,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Kolobrzeg , Poland,PL,0,25,63,1266,0,0,0,0,0,0,0,0,0,1
80.0,20,mobile,Porto Seguro, Brazil,BR,0,25,70,1242,18,0,0,1,0,0,0,0,0,1
0.0,1,mobile,Laoag City, Philippines,SG,0,25,33,572,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Rome, Italy,BG,0,25,41,663,0,0,0,0,0,0,0,0,0,1
176.0,4,mobile,Melbourne, Australia,AU,0,25,208,1263,2,1,0,0,0,0,0,0,0,1
0.0,1,mobile,Lake Buena Vista, USA,US,0,25,120,1552,0,0,0,0,0,0,0,0,0,1
1856.0,19,desktop,Kuta, Indonesia,AU,0,25,216,1797,15,0,0,0,0,0,0,1,1,1
31.0,29,mobile,Varna, Bulgaria,BG,0,25,34,868,28,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Tokyo, Japan,JP,0,25,139,1125,0,0,0,0,0,0,0,0,0,1
27.0,2,mobile,Dospat, Bulgaria,BG,0,24,23.5,437,0,0,0,0,0,1,0,0,0,1
506.0,31,mobile,Venice, Italy,ES,2,25,184,1283,12,0,6,2,1,0,8,0,0,1
0.0,1,tablet,Taling Ngam Beach, Thailand,SE,0,25,80,1537,0,0,0,0,0,0,0,0,0,1
267.0,4,tablet,Paramaribo, Suriname,NL,0,25,59,1347,0,0,0,0,0,0,0,0,0,1
1095.0,5,tablet,Melbourne, Australia,AU,0,25,97,1080,0,1,0,0,0,0,0,0,0,1
74.0,5,mobile,Naples, Italy,CH,0,25,111,1205,2,0,0,1,0,1,0,0,0,1
5.0,2,desktop,Kuala Lumpur, Malaysia,MY,0,25,70,1494,0,0,0,0,1,0,0,0,0,1
628.0,125,mobile,El Paso, USA,US,0,25,66,3373,114,0,0,4,2,2,0,0,0,1
163.0,4,desktop,Shoufeng Township, Taiwan,TW,0,25,59,1000,0,0,0,0,1,1,0,0,1,1
0.0,1,tablet,Phnom Penh, Cambodia,FR,0,25,79,1265,0,0,0,0,0,0,0,0,0,1
887.0,15,mobile,Calangute, India,IN,0,25,17,523,4,0,0,4,1,1,0,0,0,1
1616.0,12,desktop,Kyoto, Japan,SG,1,25,96,3931,0,1,2,0,0,0,1,0,3,1
6.0,3,desktop,Budapest, Hungary,RU,0,25,63,1150,2,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Borsec, Romania,RO,0,14,28.5,298,0,0,0,0,0,0,0,0,0,1
6.0,2,mobile,Corumbá de Goiás, Brazil,BR,0,23,38,415,0,0,0,0,0,1,0,0,0,1
435.0,2,mobile,Campos do Jordão, Brazil,BR,0,25,57,1442,0,0,0,0,0,0,0,0,0,1
163.0,2,mobile,Pasig, Philippines,PH,0,25,46,798,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Abu Dhabi, United Arab Emirates,AE,0,14,179.5,743,0,0,0,0,0,0,0,0,0,1
444.0,18,tablet,Gdańsk, Poland,FI,3,25,34,578,0,1,11,0,1,0,4,0,0,1
3956.0,379,desktop,Singapore, Singapore,DE,8,25,108,11151,297,0,54,0,2,1,11,0,2,1
3384.0,36,mobile,Long Beach, USA,US,0,19,138,1673,31,0,0,0,1,0,0,0,0,1
1289.0,23,desktop,Debrecen, Hungary,HU,4,20,41,1541,0,0,18,0,2,0,0,0,0,1
0.0,1,mobile,Acapulco, Mexico,MX,0,25,62,1440,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Hong Kong, Hong Kong,HK,0,25,223,1176,0,0,0,0,0,0,0,0,0,1
890.0,19,desktop,Hamburg, Germany,DE,0,25,261,5985,8,0,0,0,1,1,0,0,0,1
459.0,25,desktop,São José do Rio Preto, Brazil,BR,1,20,32.5,1308,0,0,9,0,1,1,12,0,0,1
0.0,1,mobile,Istanbul, Turkey,NL,0,25,54,1335,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Eskisehir, Turkey,TR,0,25,27,1149,0,0,0,0,0,0,0,0,0,1
48.0,4,mobile,Osaka, Japan,JP,1,25,52,357,0,0,1,0,0,0,2,0,0,1
0.0,1,mobile,Munnar, India,IN,0,25,26,817,0,0,0,0,0,0,0,0,0,1
4072.0,18,mobile,Fukuoka, Japan,JP,1,10,549.0,480,10,0,1,2,0,0,2,2,0,1
244.0,7,mobile,Leipzig, Germany,DE,0,25,82,1120,3,0,0,1,0,1,0,0,0,1
470.0,2,mobile,Guarapari, Brazil,BR,0,25,37,823,0,0,0,0,0,0,0,0,0,1
83.0,5,tablet,Santa Monica, USA,DE,4,0,0,0,0,0,4,0,1,0,0,0,0,0
198.0,18,tablet,Alanya, Turkey,SE,1,25,63,1377,12,1,2,0,1,0,1,0,0,1
244.0,65,mobile,Negombo, Sri Lanka,CH,2,25,82,1178,61,0,2,0,0,0,0,1,0,1
2488.0,4,mobile,Leeton, Australia,AU,0,4,78.0,508,2,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Capilla del Monte, Argentina,AR,0,25,46,549,0,0,0,0,0,0,0,0,0,1
148.0,18,mobile,Leipzig, Germany,DE,3,25,79,1092,12,0,3,1,1,0,0,0,0,1
249.0,2,mobile,Capitólio, Brazil,BR,0,25,57,253,0,0,0,0,0,0,0,0,0,1
174.0,3,mobile,Hluboká nad Vltavou, Czech Republic,CZ,0,25,54,723,0,0,0,1,0,1,0,0,0,1
380.0,30,desktop,Istanbul, Turkey,TR,0,25,51,1862,25,1,0,1,0,1,0,0,0,1
0.0,1,mobile,Medford, USA,US,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,1,desktop,Amsterdam, Netherlands,UK,0,25,139,1126,0,0,0,0,0,0,0,0,0,1
245.0,10,desktop,Muscat, Oman,UK,1,25,77,1548,2,0,2,0,0,0,4,0,0,1
11.0,4,mobile,Anaheim, USA,AU,0,25,134,1372,2,0,0,1,0,0,0,0,0,1
322.0,4,desktop,Athens, Greece,PL,0,25,78,1291,0,0,0,0,1,0,0,0,0,1
208.0,2,mobile,Paraiso, Mexico,MX,0,12,32.0,288,0,0,0,0,0,0,0,0,0,1
0.0,3,mobile,Sharm el-Sheikh, Egypt,AA,0,25,86,1836,2,0,0,0,0,0,0,0,0,1
28.0,3,desktop,Afissos, Greece,US,1,20,59.0,785,0,0,0,0,1,0,0,0,1,1
0.0,1,mobile,Guarujá, Brazil,BR,0,25,60,1126,0,0,0,0,0,0,0,0,0,1
38.0,3,desktop,Camaçari, Brazil,BR,0,0,0,0,0,0,0,0,0,3,0,0,0,0
845.0,31,mobile,Maebashi, Japan,JP,1,25,78,1131,0,1,5,0,2,1,10,0,0,1
0.0,1,mobile,York, United Kingdom,UK,0,25,94,1002,0,0,0,0,0,0,0,0,0,1
465.0,7,desktop,Brussels, Belgium,UK,1,25,84,1913,0,0,0,0,2,0,0,0,0,1
107.0,4,mobile,Iloilo City, Philippines,US,0,24,28.5,731,2,0,0,0,0,0,0,0,0,1
169.0,6,desktop,London, United Kingdom,ES,0,25,248,1199,4,0,0,0,0,0,0,0,0,1
249.0,25,desktop,Sheringham, United Kingdom,UK,1,17,103,552,20,0,3,1,0,0,0,0,0,1
0.0,1,mobile,Bad Füssing, Germany,DE,0,25,100,1249,0,0,0,0,0,0,0,0,0,1
-19316.0,2,desktop,Bad Kleinkirchheim, Austria,AT,0,10,127.5,1637,0,0,0,0,1,0,0,0,1,1
42.0,4,tablet,Tokyo, Japan,JP,1,25,36,391,0,0,1,0,0,0,2,0,0,1
197.0,3,mobile,Imbituba, Brazil,BR,0,25,47,814,0,1,0,0,0,0,1,0,0,1
116.0,2,desktop,Luebeck, Germany,DE,0,25,90,1012,0,0,0,0,0,0,0,0,0,1
3669.0,35,mobile,Surfers Paradise, Australia,AU,0,25,138,1551,34,0,0,0,0,0,0,0,0,1
18.0,3,mobile,Bologna, Italy,IT,0,25,79,1092,2,0,0,0,0,0,0,0,0,1
0.0,1,tablet,Amman, Jordan,AU,0,25,122,1413,0,0,0,0,0,0,0,0,0,1
498.0,4,desktop,Fukuoka, Japan,JP,0,25,116,2092,0,1,0,0,0,0,0,0,0,1
2010.0,11,desktop,Delhi, India,DE,1,25,102,1583,0,0,3,1,0,1,0,1,4,1
10.0,3,mobile,San Fernando del Valle de Catamarca, Argentina,AR,0,4,53.5,86,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Kobe, Japan,JP,0,25,153,969,0,0,0,0,0,0,0,0,0,1
146.0,4,mobile,Maceió, Brazil,BR,0,25,55,1276,2,0,0,0,0,0,0,0,0,1
325.0,2,mobile,Praia da Pipa, Brazil,BR,0,25,67,1049,0,1,0,0,0,0,0,0,0,1
387.0,28,mobile,Porto de Galinhas, Brazil,BR,1,0,0,0,25,0,1,0,0,0,2,0,0,0
0.0,1,desktop,Fazenda Rio Grande, Brazil,BR,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1971.0,42,desktop,El Gouna, Egypt,CH,0,25,75,1410,36,0,0,1,0,0,0,0,1,1
0.0,1,desktop,Surfers Paradise, Australia,AU,0,25,146,1520,0,0,0,0,0,0,0,0,0,1
93.0,18,desktop,Whitby, United Kingdom,UK,0,15,108,411,16,0,0,0,0,0,0,0,0,1
2639.0,6,desktop,Naha, Japan,JP,0,25,96,1981,0,0,0,0,2,0,0,0,0,1
18.0,3,mobile,Konin, Poland,PL,0,20,36.0,418,2,0,0,0,0,0,0,0,0,1
336.0,40,desktop,Sintra, Portugal,ES,1,25,74,975,35,0,2,0,2,0,0,0,0,1
1375.0,22,desktop,Guaíra, Brazil,BR,0,25,57,1414,19,0,0,0,2,0,0,0,0,1
0.0,1,desktop,Sagard, Germany,DE,0,25,101,1046,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Santa Marta, Colombia,CO,0,25,111,1083,0,0,0,0,0,0,0,0,0,1
258.0,92,mobile,Wanaka, New Zealand,AU,0,25,143,1871,88,0,0,1,0,0,0,0,0,1
2835.0,5,desktop,Izmir, Turkey,TR,0,25,45,1301,2,0,0,0,0,0,0,0,0,1
79.0,2,tablet,London, United Kingdom,HK,0,25,213,996,0,0,0,0,0,0,0,0,1,1
74.0,15,mobile,Shimla, India,IN,0,25,19,647,14,0,0,0,0,0,0,0,0,1
494.0,7,mobile,Kamena Vourla, Greece,GR,0,25,60,985,0,1,0,1,1,0,1,1,0,1
307.0,2,mobile,Villa La Angostura, Argentina,AR,0,25,71,1137,0,0,0,0,0,0,0,0,0,1
1712.0,19,desktop,New York, USA,US,1,25,258,3293,2,0,3,0,2,0,2,0,0,1
50.0,2,mobile,Miami Beach, USA,BR,0,25,163,1705,0,0,0,0,1,0,0,0,0,1
624.0,24,desktop,Visakhapatnam, India,IN,0,25,21,859,21,0,0,1,0,0,0,0,1,1
648.0,6,desktop,Dubai, United Arab Emirates,AU,0,25,139,4981,0,0,0,0,0,0,0,0,2,1
92.0,4,mobile,Olbia, Italy,IT,0,25,85,1067,2,0,0,1,0,0,0,0,0,1
3966.0,22,desktop,Bocapán, Peru,PE,0,10,49.5,239,20,0,0,0,0,0,0,0,0,1
18.0,4,desktop,Freiburg, Germany,DE,0,25,99,1010,2,0,0,0,0,1,0,0,0,1
88.0,3,desktop,Santiago, Chile,BR,0,24,43.0,1011,0,0,0,0,0,0,0,0,1,1
0.0,1,mobile,Utrecht, Netherlands,NL,0,25,92,1215,0,0,0,0,0,0,0,0,0,1
80.0,4,mobile,London, United Kingdom,FI,0,25,154,1087,2,0,0,0,1,0,0,0,0,1
134.0,7,desktop,Venice, Italy,IT,1,25,71,576,0,0,2,0,0,0,4,0,0,1
378.0,91,mobile,Sydney, Australia,AU,1,25,80,553,82,1,2,0,0,0,5,0,0,1
20.0,6,mobile,Calangute, India,IN,0,0,0,0,5,0,0,0,0,0,0,0,1,0
95.0,4,mobile,Anaheim, USA,US,0,25,305,1170,0,1,0,0,1,1,0,0,0,1
777.0,10,tablet,Bandai, Japan,JP,0,25,260,543,2,1,0,1,3,1,0,0,0,1
2253.0,14,mobile,Cancun, Mexico,BR,7,25,145,1143,0,0,8,0,2,0,0,2,1,1
0.0,1,mobile,Yonago, Japan,JP,0,22,76.5,583,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Ninh Bình, Vietnam,AR,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208.0,3,desktop,Madrid, Spain,ES,0,25,72,690,0,0,0,0,1,0,0,0,0,1
439.0,32,mobile,Istanbul, Turkey,TR,3,25,90,1263,20,2,6,0,0,0,2,0,1,1
177.0,13,desktop,Phuket-Town, Thailand,RU,6,23,84,1310,0,0,11,0,0,0,0,0,1,1
0.0,1,mobile,Taitung City, Taiwan,TW,0,25,62,902,0,0,0,0,0,0,0,0,0,1
270.0,2,desktop,Regensburg, Germany,DE,0,25,102,2064,0,0,0,0,0,0,0,0,0,1
128.0,5,mobile,Manchester, United Kingdom,NL,1,25,332,789,0,0,1,0,1,0,2,0,0,1
92.0,7,mobile,Galway, Ireland,IE,1,25,139,971,0,0,4,0,0,0,2,0,0,1
1400.0,141,desktop,Porto Alegre, Brazil,BR,0,0,0,0,135,0,0,2,1,2,0,1,0,0
1238.0,33,mobile,London, United Kingdom,US,1,25,196,846,20,1,1,5,0,1,3,1,0,1
77.0,35,mobile,Belle Mare, Mauritius,RS,0,25,229,1451,33,0,0,0,0,0,0,0,1,1
3985.0,117,mobile,Oaxaca, Mexico,MX,2,25,45,955,72,0,21,3,10,2,7,1,0,1
361.0,5,desktop,Nashville, USA,US,0,25,112,1015,2,0,0,1,0,1,0,0,0,1
178.0,5,desktop,Nesebar, Bulgaria,BG,0,24,31.0,700,2,0,0,0,0,0,1,0,0,1
783.0,38,mobile,Yercaud, India,IN,0,25,19,425,34,0,0,0,1,1,0,0,0,1
2780.0,10,mobile,Fort Lauderdale, USA,BR,1,25,78,2079,4,0,1,0,0,0,2,1,0,1
0.0,1,desktop,Moscow, Russia,PL,0,25,60,1250,0,0,0,0,0,0,0,0,0,1
7.0,2,mobile,Kuala Lumpur, Malaysia,MY,0,25,54,1349,0,0,0,0,0,0,0,0,1,1
152.0,20,mobile,Málaga, Spain,NL,5,25,61,1796,0,0,12,0,1,0,5,0,0,1
158.0,6,desktop,Melbourne, Australia,AU,1,25,126,1211,2,2,1,0,0,0,0,0,0,1
2161.0,19,mobile,Kyoto, Japan,US,0,25,108,1752,11,1,0,1,0,0,0,0,0,1
0.0,1,mobile,Mysore, India,IN,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1097.0,249,desktop,Bangkok, Thailand,AU,4,25,72,2654,235,1,5,1,0,0,5,0,0,1
331.0,6,desktop,Hamilton, New Zealand,NZ,1,25,101,1052,0,1,1,0,2,0,0,0,0,1
172.0,5,mobile,São Sebastião, Brazil,US,0,24,139.5,546,0,0,0,0,0,2,0,0,1,1
83.0,4,desktop,Chandigarh, India,IN,0,25,29,857,0,0,0,0,1,0,0,1,1,1
226620.0,2,tablet,Singapore, Singapore,TW,0,25,138,2668,0,0,0,0,2,0,0,0,0,1
591.0,51,tablet,Mumbai, India,US,1,25,64,1051,47,0,1,0,0,0,0,1,0,1
1514.0,39,desktop,Edmonton, Canada,CA,0,25,80,3660,31,0,0,1,1,1,0,0,0,1
1128.0,108,desktop,Miami Beach, USA,ES,1,25,92,789,91,2,2,3,0,3,4,1,0,1
0.0,1,mobile,Poteau, USA,US,0,5,79,139,0,0,0,0,0,0,0,0,0,1
64.0,3,mobile,Jeju-si, South Korea,KR,0,24,56.5,612,0,0,0,0,0,0,0,0,1,1
41.0,6,desktop,Bansko, Bulgaria,RS,0,25,149,1298,4,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Chester, United Kingdom,UK,0,25,148,1184,0,0,0,0,0,0,0,0,0,1
535.0,4,desktop,Oberhausen, Germany,DE,0,25,70,902,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Villa La Angostura, Argentina,AR,0,24,69.5,1044,0,0,0,0,0,0,0,0,0,1
169.0,31,mobile,Kalambaka, Greece,GR,0,25,56,944,27,0,0,1,0,1,0,1,0,1
0.0,1,mobile,Ubud, Indonesia,JP,0,25,151,1221,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Botoșani, Romania,RO,0,8,31.0,296,0,0,0,0,0,0,0,0,0,1
631.0,5,mobile,Orlando, USA,CO,0,25,102,2646,0,0,0,2,0,0,0,0,0,1
2580.0,15,desktop,Konya, Turkey,RO,0,7,16,4097,3,0,0,0,1,0,0,0,0,1
70.0,2,mobile,Kuwana, Japan,JP,0,24,138.5,959,0,0,0,0,0,0,0,0,1,1
35.0,2,mobile,Riquewihr, France,BE,0,10,285.5,142,0,0,0,0,1,0,0,0,0,1
40.0,22,mobile,Montecatini Terme, Italy,IT,0,0,0,0,21,0,0,1,0,0,0,0,0,0
1905.0,14,mobile,Tokyo, Japan,JP,0,11,188,570,0,4,0,1,3,0,0,0,2,1
0.0,1,mobile,Nashik, India,IN,0,25,23,891,0,0,0,0,0,0,0,0,0,1
279.0,9,mobile,Barry, United Kingdom,UK,1,9,171,298,0,0,2,0,2,0,4,0,0,1
220.0,17,mobile,Sendai, Japan,JP,1,25,172,916,10,0,0,2,0,2,0,1,0,1
0.0,1,mobile,Tainan, Taiwan,TW,0,25,57,919,0,0,0,0,0,0,0,0,0,1
132.0,2,mobile,Kandy, Sri Lanka,IN,0,25,24,664,0,0,0,1,0,0,0,0,0,1
0.0,1,desktop,Edinburgh, United Kingdom,US,0,25,95,871,0,0,0,0,0,0,0,0,0,1
505.0,6,mobile,Rifu, Japan,JP,1,25,72,1118,0,2,3,0,0,0,0,0,0,1
540.0,15,mobile,Ouro Preto, Brazil,BR,0,25,45,743,8,0,0,2,0,2,1,0,0,1
0.0,1,mobile,Wisla, Poland,PL,0,21,21,451,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Mazatlán, Mexico,MX,0,25,89,880,0,0,0,0,0,0,0,0,0,1
221.0,2,mobile,Amsterdam, Netherlands,IT,0,25,185,2400,0,0,0,0,0,0,0,0,0,1
460.0,18,desktop,Auckland, New Zealand,NZ,1,0,0,0,8,0,1,4,1,2,2,0,0,0
325.0,2,mobile,Bruges, Belgium,NL,0,25,94,1170,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Cublac, France,FR,0,25,75,773,0,0,0,0,0,0,0,0,0,1
171.0,2,desktop,Roatán, Honduras,US,0,15,149,288,0,0,0,0,1,0,0,0,0,1
0.0,1,mobile,Florianópolis, Brazil,BR,0,25,43,1239,0,0,0,0,0,0,0,0,0,1
24.0,4,desktop,Suao Township, Taiwan,TW,0,25,54,322,0,1,0,0,0,2,0,0,0,1
2381.0,4,mobile,Fusagasugá, Colombia,CO,0,15,27.5,475,0,0,0,0,0,0,0,1,1,1
108.0,2,mobile,Iaşi, Romania,RO,0,25,40,901,0,0,0,0,0,0,0,0,0,1
119.0,3,mobile,Villa Carlos Paz, Argentina,AR,0,25,57,1059,0,0,0,0,2,0,0,0,0,1
127.0,2,desktop,Waikiki, USA,JP,0,25,199,1652,0,0,0,0,1,0,0,0,0,1
129.0,2,mobile,Broadbeach, Australia,AU,0,25,170,1230,0,0,0,0,1,0,0,0,0,1
83.0,3,mobile,Jastarnia , Poland,PL,0,25,161,375,0,0,0,0,1,0,0,0,0,1
1621.0,15,mobile,Belo Horizonte, Brazil,BR,0,25,48,4549,4,0,0,2,0,1,0,0,1,1
0.0,1,tablet,Manchester, United Kingdom,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80.0,29,mobile,Santa Marta, Colombia,CO,0,25,63,1053,28,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Strasbourg, France,FR,0,25,109,1064,0,0,0,0,0,0,0,0,0,1
129.0,15,desktop,Bury St Edmunds, United Kingdom,UK,0,25,114,728,13,0,0,0,0,0,0,1,0,1
116.0,6,desktop,Arlington, USA,US,1,13,105,1182,0,0,1,0,1,0,2,0,0,1
195.0,34,desktop,Surfers Paradise, Australia,AU,7,25,280,931,0,0,24,0,3,0,6,0,0,1
27.0,4,mobile,Phoenix, USA,US,0,25,53,969,0,0,0,2,0,1,0,0,0,1
1017.0,17,desktop,Atlanta, USA,US,3,25,158,1053,3,0,6,0,0,0,6,0,0,1
1433.0,736,tablet,Rome, Italy,IT,1,25,471,2077,728,1,2,0,0,1,0,0,2,1
37384.0,3,desktop,Fort Lauderdale, USA,US,6,25,104,1216,0,3,6,0,1,0,0,0,0,1
0.0,1,tablet,Osnabrueck, Germany,DE,0,12,87.5,439,0,0,0,0,0,0,0,0,0,1
298.0,10,mobile,Florianópolis, Brazil,BR,1,25,28,320,0,0,2,0,1,0,4,0,2,1
0.0,1,mobile,Munich, Germany,DE,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199.0,68,mobile,Munich, Germany,DE,1,0,0,0,65,0,1,2,0,0,0,0,0,0
3369.0,15,mobile,Manchester, United Kingdom,UK,1,19,109,6055,0,1,0,0,1,0,0,2,0,1
87.0,6,mobile,Sydney, Australia,AU,1,25,109,1255,0,1,1,0,0,0,3,0,0,1
0.0,1,mobile,Amman, Jordan,AA,0,25,43,938,0,0,0,0,0,0,0,0,0,1
16801.0,17,desktop,Istanbul, Turkey,DE,0,25,66,1366,0,0,0,0,0,0,0,15,1,1
2081.0,9,tablet,Montréal, Canada,CA,0,25,66,2095,0,0,0,3,0,1,0,0,0,1
0.0,1,desktop,Newquay, United Kingdom,UK,0,17,319,563,0,0,0,0,0,0,0,0,0,1
42.0,3,mobile,Saitama, Japan,JP,1,25,108,658,0,0,0,0,0,0,2,0,0,1
0.0,1,desktop,Playa del Carmen, Mexico,US,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,1,mobile,Olímpia, Brazil,BR,0,10,55.0,157,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Trikomo, Cyprus,TR,0,8,131.0,295,0,0,0,0,0,0,0,0,0,1
261.0,10,mobile,Lisbon, Portugal,PT,0,25,155,1049,8,0,0,0,1,0,0,0,0,1
0.0,1,mobile,San Carlos de Bariloche, Argentina,AR,0,25,104,1104,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Dewey Beach, USA,US,0,0,0,0,0,0,0,0,1,0,0,0,0,0
392.0,16,mobile,Vieste, Italy,DE,1,25,70,2082,7,0,2,0,3,0,0,0,0,1
7.0,2,mobile,Mumbai, India,IN,0,25,31,804,0,0,0,1,0,0,0,0,0,1
372.0,6,mobile,Mexicali, Mexico,US,0,25,45,632,2,0,0,0,2,0,0,0,0,1
0.0,1,desktop,Laval, Canada,CA,0,16,87.5,701,0,0,0,0,0,0,0,0,0,1
12.0,4,desktop,Zell am See, Austria,CZ,0,0,0,0,4,0,0,0,0,0,0,0,0,0
414.0,84,mobile,Dusseldorf, Germany,DE,1,19,408,843,79,1,0,2,0,0,0,0,0,1
952.0,22,mobile,Himeji, Japan,JP,3,18,54.0,986,0,0,10,0,0,0,4,0,0,1
6.0,2,desktop,Bologna, Italy,IT,0,25,233,1227,0,0,0,0,0,1,0,0,0,1
0.0,1,mobile,Port Hope, Canada,CA,0,13,80,356,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Hamburg, Germany,DE,0,25,128,1360,0,0,0,0,0,0,0,0,0,1
1115.0,17,desktop,Morro de São Paulo, Brazil,BR,0,25,71,615,10,0,0,0,3,0,0,0,0,1
0.0,1,mobile,Harlingen, Netherlands,NL,0,17,79,417,0,0,0,0,0,0,0,0,0,1
385.0,4,mobile,Kristiansand, Norway,NO,0,21,102,574,0,0,0,0,0,0,0,1,0,1
63.0,2,desktop,Florianópolis, Brazil,BR,0,25,57,1154,0,0,0,0,0,0,0,0,0,1
0.0,1,tablet,Melbourne, Australia,AU,0,25,111,1397,0,0,0,0,0,0,0,0,0,1
1442.0,16,desktop,Medina, Saudi Arabia,CA,1,25,171,1691,7,1,5,0,0,1,0,0,0,1
923.0,8,desktop,Istanbul, Turkey,TR,0,25,69,2828,2,1,0,0,0,0,0,0,1,1
464.0,4,tablet,Miami Beach, USA,US,0,25,141,1429,0,0,0,0,0,1,0,0,0,1
13.0,2,desktop,Osaka, Japan,TW,0,25,109,866,0,0,0,0,0,0,0,0,1,1
51.0,2,mobile,Paris, France,FR,0,25,128,1239,0,0,0,0,0,0,0,0,0,1
263.0,12,desktop,Vasto, Italy,IT,0,25,65,680,9,0,0,1,0,0,0,1,0,1
0.0,1,mobile,Ixtapa, Mexico,MX,0,25,87,1215,0,0,0,0,0,0,0,0,0,1
42.0,2,mobile,Kuantan, Malaysia,MY,0,25,29,1011,0,0,0,0,1,0,0,0,0,1
1611.0,3,desktop,Gangneung, South Korea,KR,0,0,0,0,0,0,0,0,0,1,0,1,1,0
25.0,5,mobile,Etne, Norway,NO,0,0,0,0,4,0,0,0,0,1,0,0,0,0
297.0,16,mobile,Coveñas, Colombia,CO,0,18,44.0,215,2,0,0,1,2,0,0,1,0,1
163.0,14,desktop,Indore, India,IN,0,25,20,842,11,0,0,0,0,0,0,1,0,1
21.0,4,desktop,Warsaw, Poland,PL,1,25,25,367,0,0,1,0,0,0,2,0,0,1
